datetime,index,site,location,wl_below_surface_m,temperature,salinity,p_h,do_mgl,p_h_orp,peak,d_time,d_do,do_rate,max_do,mean_depth,mean_temp,mean_salinity,mean_ph,hours
2022-04-22T03:15:00Z,203,OWC,TR,-0.03464353780342932,7.15,0.27,7.47,4.24,253,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,50.5
2022-04-22T03:30:00Z,204,OWC,TR,-0.03253431599985723,7.15,0.27,7.47,4.23,256,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,50.75
2022-04-22T03:45:00Z,205,OWC,TR,-0.03183124206533322,7.15,0.27,7.47,4.22,257.8,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,51
2022-04-22T04:00:00Z,206,OWC,TR,-0.0339404638689052,7.15,0.27,7.45,4.09,248.2,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,51.25
2022-04-22T04:15:00Z,207,OWC,TR,-0.0339404638689052,7.16,0.27,7.46,4.09,252.7,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,51.5
2022-04-22T04:30:00Z,208,OWC,TR,-0.03464353780342932,7.16,0.27,7.46,4.09,255.5,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,51.75
2022-04-22T04:45:00Z,209,OWC,TR,-0.03464353780342932,7.16,0.27,7.46,4.09,257.6,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,52
2022-04-22T05:00:00Z,210,OWC,TR,-0.03534661173795334,7.16,0.27,7.46,4.05,246.9,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,52.25
2022-04-22T05:15:00Z,211,OWC,TR,-0.0360496856724774,7.16,0.27,7.46,4.04,250.7,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,52.5
2022-04-22T05:30:00Z,212,OWC,TR,-0.03534661173795334,7.16,0.27,7.46,4.03,254,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,52.75
2022-04-22T05:45:00Z,213,OWC,TR,-0.03534661173795334,7.17,0.27,7.46,4.03,256.4,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,53
2022-04-22T06:00:00Z,214,OWC,TR,-0.0332373899343813,7.16,0.27,7.45,3.9,249.4,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,53.25
2022-04-22T06:15:00Z,215,OWC,TR,-0.0360496856724774,7.17,0.27,7.45,3.89,253.6,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,53.5
2022-04-22T06:30:00Z,216,OWC,TR,-0.03464353780342932,7.17,0.27,7.45,3.89,256.4,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,53.75
2022-04-22T06:45:00Z,217,OWC,TR,-0.03464353780342932,7.17,0.27,7.45,3.88,258.3,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,54
2022-04-22T07:00:00Z,218,OWC,TR,-0.03534661173795334,7.17,0.27,7.44,3.82,250,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,54.25
2022-04-22T07:15:00Z,219,OWC,TR,-0.0339404638689052,7.17,0.27,7.44,3.82,254,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,54.5
2022-04-22T07:30:00Z,220,OWC,TR,-0.03534661173795334,7.18,0.27,7.44,3.82,256.8,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,54.75
2022-04-22T07:45:00Z,221,OWC,TR,-0.03464353780342932,7.18,0.27,7.44,3.81,258.8,2,126.25,9.34,0.07398019801980198,9.34,-0.015422941486688626,7.301640316205534,0.26956521739130435,7.3896837944664036,55
